repo,file,issue_number,developers,topic_id,topic_name,topic_prob,topic_label,topic_category,topic_reason
ad12_DOSMA_issues,ad12_DOSMA_issues.json,51,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,50,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,49,ad12,21,21_conda_habitat_anaconda_sim,1.0,Conda/Anaconda environments for Habitat simulator,SE4AI,"The raw label contains ""conda"" and ""anaconda"" (package/environment management) together with ""habitat"" and ""sim"" (a simulator), indicating work on software/environment setup for AI simulation — i.e., software engineering for AI."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,48,"ad12, ghost",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,47,"ad12, barma7",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,40,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,39,ad12,0,0_model_modelmanager_serving_server,0.8671142363479675,Model manager and serving server,SE4AI,"The raw tokens ""model"", ""modelmanager"", ""serving"", and ""server"" indicate infrastructure for managing and serving AI/ML models, which is a software engineering concern applied to AI systems. This focuses on engineering the serving/management components (SE for AI)."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,37,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,33,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,32,"ad12, gattia",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,18,ad12,34,34_jderobot_detectionsuite_darknet_wiki,1.0,JdeRobot DetectionSuite — Darknet object detection,SE4AI,"The label mentions JdeRobot and DetectionSuite (software/robotics framework) together with Darknet (an AI object-detection library) and wiki (documentation), indicating integration/development of software to run AI models, so it's software engineering for AI."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,16,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,15,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,14,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,12,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,8,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,6,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,4,ad12,13,13_license_demo_lichess_this,0.6117461413682612,Lichess license and demo,SE,"The raw label contains ""license"" and ""lichess"", indicating questions about software licensing or distribution for the Lichess project, and ""demo"" suggests demonstration/deployment topics—signals pointing to software engineering."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,3,ad12,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,2,ad12,29,29_coco_lmdb_761_caffe,0.960658239421165,COCO dataset LMDB for Caffe,SE4AI,"The raw label includes ""coco"" (a CV dataset), ""lmdb"" (a data storage format) and ""caffe"" (a deep learning framework), indicating data-format/integration work. This is an engineering task supporting AI workflows, so it fits Software Engineering for AI."
ad12_DOSMA_issues,ad12_DOSMA_issues.json,1,ad12,0,0_model_modelmanager_serving_server,0.5669053774022422,Model manager and serving server,SE4AI,"The raw tokens ""model"", ""modelmanager"", ""serving"", and ""server"" indicate infrastructure for managing and serving AI/ML models, which is a software engineering concern applied to AI systems. This focuses on engineering the serving/management components (SE for AI)."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,14,"Sun123-fei, xiaozhi2015",6,6_trained_model_pretrained_you,0.5803024006622081,Pretrained and Trained Models,AI,"The raw tokens ""trained_model"" and ""pretrained"" clearly point to machine learning model training and pretraining topics; the presence of ""you"" suggests user-facing discussion but the core subject remains ML models, so I categorized it as AI."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,13,14ashray,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,12,dilipv09,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,11,"arianaa30, fmbao",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,10,KindleHe,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,9,"alex04072000, MintcakeDotCom",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,8,"alex04072000, mrchizx",7,7_the_layer_loss_pytorch,0.7793151259757862,Layer-wise loss implementation in PyTorch,SE4AI,"The raw label contains ""layer_loss"" (implementing/handling loss at the model layer level) and ""pytorch"" (a framework/library), signalling an engineering/implementation topic about building AI models rather than core AI theory."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,7,minhmanho,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,6,"alex04072000, lzhangbj",10,10_dataset_download_datasets_you,0.30982949693721734,Downloading datasets,AI,"The raw label includes ""dataset"" and ""download_datasets"", signaling focus on acquiring datasets for ML/AI work; there are no software-engineering-specific cues, so it aligns with AI."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,5,"alex04072000, hhhhhumengshun, treammm",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,4,"alex04072000, cjcjlin",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,3,l2009312042,30,30_training_predict_save_stop,0.7217689969634089,"Model training, prediction, and checkpointing",AI,"The raw label contains ML lifecycle terms ""training"", ""predict"", ""save"", and ""stop"", pointing to model training/prediction and saving/checkpointing (e.g., early stopping), which are core AI/ML activities."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,2,"alex04072000, YaoooLiang",16,16_l2_mult_param_bottom,1.0,L2 regularization multiplier for bottom-layer parameters,AI,"I chose AI because ""l2"" indicates L2 norm/regularization (a common ML concept), ""mult_param"" points to a multiplier/hyperparameter affecting parameters, and ""bottom"" implies bottom/low-level model layers — together suggesting a machine-learning hyperparameter."
alex04072000_CyclicGen_issues,alex04072000_CyclicGen_issues.json,1,"alex04072000, scholltan, YaoooLiang",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alvarowolfx_gcloud-iot-edge-tensorflow_issues,alvarowolfx_gcloud-iot-edge-tensorflow_issues.json,19,"liuqianjin, ioeshu",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alvarowolfx_gcloud-iot-edge-tensorflow_issues,alvarowolfx_gcloud-iot-edge-tensorflow_issues.json,10,schmeckm,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alvarowolfx_gcloud-iot-edge-tensorflow_issues,alvarowolfx_gcloud-iot-edge-tensorflow_issues.json,2,ravirajpatil25,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
alvarowolfx_gcloud-iot-edge-tensorflow_issues,alvarowolfx_gcloud-iot-edge-tensorflow_issues.json,1,"Naman9639, alvarowolfx",45,45_simplification_code_available_degree,0.8312973371571772,Simplification code availability,SE4AI,"The tokens ""simplification"", ""code"", ""available"", and ""degree"" signal this is about how much/code for a simplification (an AI task) is made available — a software-engineering/reproducibility issue specific to AI systems, so SE4AI."
americofmoliveira_VesselSegmentation_ESWA_issues,americofmoliveira_VesselSegmentation_ESWA_issues.json,6,SHIJIE0313,13,13_license_demo_lichess_this,0.6126875467053915,Lichess license and demo,SE,"The raw label contains ""license"" and ""lichess"", indicating questions about software licensing or distribution for the Lichess project, and ""demo"" suggests demonstration/deployment topics—signals pointing to software engineering."
americofmoliveira_VesselSegmentation_ESWA_issues,americofmoliveira_VesselSegmentation_ESWA_issues.json,5,"americofmoliveira, ZM-J, izhangh",6,6_trained_model_pretrained_you,0.7798149756254243,Pretrained and Trained Models,AI,"The raw tokens ""trained_model"" and ""pretrained"" clearly point to machine learning model training and pretraining topics; the presence of ""you"" suggests user-facing discussion but the core subject remains ML models, so I categorized it as AI."
americofmoliveira_VesselSegmentation_ESWA_issues,americofmoliveira_VesselSegmentation_ESWA_issues.json,4,desti-nation,6,6_trained_model_pretrained_you,1.0,Pretrained and Trained Models,AI,"The raw tokens ""trained_model"" and ""pretrained"" clearly point to machine learning model training and pretraining topics; the presence of ""you"" suggests user-facing discussion but the core subject remains ML models, so I categorized it as AI."
americofmoliveira_VesselSegmentation_ESWA_issues,americofmoliveira_VesselSegmentation_ESWA_issues.json,3,"lantiga, americofmoliveira",13,13_license_demo_lichess_this,1.0,Lichess license and demo,SE,"The raw label contains ""license"" and ""lichess"", indicating questions about software licensing or distribution for the Lichess project, and ""demo"" suggests demonstration/deployment topics—signals pointing to software engineering."
americofmoliveira_VesselSegmentation_ESWA_issues,americofmoliveira_VesselSegmentation_ESWA_issues.json,2,"americofmoliveira, desti-nation, aakash-saboo",19,19_sensor_sim_habitat_spec,0.5084090823002748,Habitat sensor simulation specifications,AI,"The raw label includes ""sensor_sim"" and ""habitat"", pointing to sensor simulation in the Habitat embodied-AI/robotics simulator, and ""spec"" implies sensor/specification details; this is core to embodied AI and simulation research."
americofmoliveira_VesselSegmentation_ESWA_issues,americofmoliveira_VesselSegmentation_ESWA_issues.json,1,"americofmoliveira, wellescastro",45,45_simplification_code_available_degree,1.0,Simplification code availability,SE4AI,"The tokens ""simplification"", ""code"", ""available"", and ""degree"" signal this is about how much/code for a simplification (an AI task) is made available — a software-engineering/reproducibility issue specific to AI systems, so SE4AI."
angetato_Optimizers-for-Tensorflow_issues,angetato_Optimizers-for-Tensorflow_issues.json,3,Crane1043778796,16,16_l2_mult_param_bottom,0.9888342164756113,L2 regularization multiplier for bottom-layer parameters,AI,"I chose AI because ""l2"" indicates L2 norm/regularization (a common ML concept), ""mult_param"" points to a multiplier/hyperparameter affecting parameters, and ""bottom"" implies bottom/low-level model layers — together suggesting a machine-learning hyperparameter."
angetato_Optimizers-for-Tensorflow_issues,angetato_Optimizers-for-Tensorflow_issues.json,2,"btahir, angetato",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
angetato_Optimizers-for-Tensorflow_issues,angetato_Optimizers-for-Tensorflow_issues.json,1,"Oussamab21, angetato",16,16_l2_mult_param_bottom,0.8845478654945008,L2 regularization multiplier for bottom-layer parameters,AI,"I chose AI because ""l2"" indicates L2 norm/regularization (a common ML concept), ""mult_param"" points to a multiplier/hyperparameter affecting parameters, and ""bottom"" implies bottom/low-level model layers — together suggesting a machine-learning hyperparameter."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,11,Wilbur0912,41,41_td_tr_niy_microic,1.0,Micro integrated circuits (micro‑IC) design and testing,SE,"I chose SE because the token ""microic"" clearly points to micro integrated circuits / embedded hardware engineering, while prefixes like ""td_tr"" and ""niy"" read as tooling or dataset shorthand rather than ML/AI terms, indicating a software/hardware engineering topic."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,10,Wilbur0912,0,0_model_modelmanager_serving_server,0.39658506140712096,Model manager and serving server,SE4AI,"The raw tokens ""model"", ""modelmanager"", ""serving"", and ""server"" indicate infrastructure for managing and serving AI/ML models, which is a software engineering concern applied to AI systems. This focuses on engineering the serving/management components (SE for AI)."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,9,Zbalabal,15,15_tensor_at_task_datarep,0.6199273310421443,Tensor-based task data representation,AI,"The raw label contains ""tensor"" and ""datarep"" alongside ""task"", signaling machine learning data/tensor representations for tasks; these are core AI/ML concepts rather than pure software engineering."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,8,"fan9704, bzsgbq",13,13_license_demo_lichess_this,0.5752478762397747,Lichess license and demo,SE,"The raw label contains ""license"" and ""lichess"", indicating questions about software licensing or distribution for the Lichess project, and ""demo"" suggests demonstration/deployment topics—signals pointing to software engineering."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,7,"Daheess, mrdand",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,6,"happysheep224, bluecamel",25,25_h5py_self_py_keras,0.9805243057197934,Keras model I/O with h5py in Python,SE4AI,"The raw tokens ""h5py"", ""py"", and ""keras"" indicate Python code for handling Keras models (HDF5 I/O), and ""self"" suggests object-oriented code—this is software engineering work specifically for building/managing AI models."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,5,"windowshopr, Yeafun, bzsgbq, bluecamel",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,4,"prodanovann, DANNALI35",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,3,ghadayoussef,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,2,"jigar786, nikhil-elayath, ankur219, robertavram-md, juniorcoder34",25,25_h5py_self_py_keras,1.0,Keras model I/O with h5py in Python,SE4AI,"The raw tokens ""h5py"", ""py"", and ""keras"" indicate Python code for handling Keras models (HDF5 I/O), and ""self"" suggests object-oriented code—this is software engineering work specifically for building/managing AI models."
ankur219_ECG-Arrhythmia-classification_issues,ankur219_ECG-Arrhythmia-classification_issues.json,1,"Jay2201, lorenzobrusco, carlosurena",6,6_trained_model_pretrained_you,0.8792069155246645,Pretrained and Trained Models,AI,"The raw tokens ""trained_model"" and ""pretrained"" clearly point to machine learning model training and pretraining topics; the presence of ""you"" suggests user-facing discussion but the core subject remains ML models, so I categorized it as AI."
AVAuco_laeonet_issues,AVAuco_laeonet_issues.json,4,"RSKothari, mjmarin",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
AVAuco_laeonet_issues,AVAuco_laeonet_issues.json,3,"RSKothari, mjmarin",17,17_memory_gpu_batch_size,1.0,GPU memory and batch size (model training),AI,"The terms ""gpu"", ""memory"", and ""batch_size"" indicate concerns about deep learning model training and hardware/resource management; these are core AI/ML training topics rather than general SE or AI-for-SE."
AVAuco_laeonet_issues,AVAuco_laeonet_issues.json,2,Hamiltonsjtu,45,45_simplification_code_available_degree,0.8732137014437765,Simplification code availability,SE4AI,"The tokens ""simplification"", ""code"", ""available"", and ""degree"" signal this is about how much/code for a simplification (an AI task) is made available — a software-engineering/reproducibility issue specific to AI systems, so SE4AI."
AVAuco_laeonet_issues,AVAuco_laeonet_issues.json,1,taureanamir,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
bobbens_sketch_simplification_issues,bobbens_sketch_simplification_issues.json,22,harpavatkeerti,45,45_simplification_code_available_degree,0.7631816155454086,Simplification code availability,SE4AI,"The tokens ""simplification"", ""code"", ""available"", and ""degree"" signal this is about how much/code for a simplification (an AI task) is made available — a software-engineering/reproducibility issue specific to AI systems, so SE4AI."
bobbens_sketch_simplification_issues,bobbens_sketch_simplification_issues.json,21,junguler,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
bobbens_sketch_simplification_issues,bobbens_sketch_simplification_issues.json,19,"mxllc, krummrey",45,45_simplification_code_available_degree,1.0,Simplification code availability,SE4AI,"The tokens ""simplification"", ""code"", ""available"", and ""degree"" signal this is about how much/code for a simplification (an AI task) is made available — a software-engineering/reproducibility issue specific to AI systems, so SE4AI."
bobbens_sketch_simplification_issues,bobbens_sketch_simplification_issues.json,18,SandroChen,6,6_trained_model_pretrained_you,0.9818967474241349,Pretrained and Trained Models,AI,"The raw tokens ""trained_model"" and ""pretrained"" clearly point to machine learning model training and pretraining topics; the presence of ""you"" suggests user-facing discussion but the core subject remains ML models, so I categorized it as AI."
bobbens_sketch_simplification_issues,bobbens_sketch_simplification_issues.json,15,b4zz4,-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
bobbens_sketch_simplification_issues,bobbens_sketch_simplification_issues.json,14,nywang2019,6,6_trained_model_pretrained_you,1.0,Pretrained and Trained Models,AI,"The raw tokens ""trained_model"" and ""pretrained"" clearly point to machine learning model training and pretraining topics; the presence of ""you"" suggests user-facing discussion but the core subject remains ML models, so I categorized it as AI."
bobbens_sketch_simplification_issues,bobbens_sketch_simplification_issues.json,13,"JJonesAtAvaya, ahuirecome",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
bobbens_sketch_simplification_issues,bobbens_sketch_simplification_issues.json,10,"bobbens, erikparr",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
bobbens_sketch_simplification_issues,bobbens_sketch_simplification_issues.json,9,"SeaOfOcean, bobbens",-1,-1_habitat_the_src_to,0.0,Habitat source code,SE,"I labeled it SE because the raw token ""src"" strongly signals source code/repository content and ""habitat"" likely names a software project or environment; together they indicate a software-engineering topic rather than a pure AI research topic."
